Table 1
NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,PRASEKOLAH,PKHAS
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4267,SEKOLAH KEBANGSAAN KAMPONG KANDIS,KAMPONG KANDIS,16800,PASIR PUTEH,097520778,TIADA,DBA4267@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4268,SEKOLAH KEBANGSAAN KAMPONG RAJA,KAMPONG RAJA SARING,16800,PASIR PUTEH,097520052,TIADA,DBA4268@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4269,SEKOLAH KEBANGSAAN KAMPONG TASEK,JALAN GONG CHOKAH,16800,PASIR PUTEH,097529137,097529136,DBA4269@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4270,SEKOLAH KEBANGSAAN KULIM,KG.GONG KULIM,16800,PASIR PUTEH,097528279,097520673,DBA4270@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4271,SEKOLAH KEBANGSAAN KAMPONG NARA,KAMPUNG NARA,16800,PASIR PUTEH,097520518,TIADA,DBA4271@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4272,SEKOLAH KEBANGSAAN PADANG PAK AMAT,KG. PADANG PA'AMAT,16800,PASIR PUTEH,097866355,097862276,DBA4272@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4273,SEKOLAH KEBANGSAAN PANGGONG,KAMPONG PANGGONG,16800,PASIR PUTEH,097520919,,DBA4273@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4274,SEKOLAH KEBANGSAAN PASIR PUTEH (L),JALAN SEKOLAH KEBANGSAAN PASIR PUTEH (LELAKI),16800,PASIR PUTEH,097866293,097860116,DBA4274@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4275,SEKOLAH KEBANGSAAN PASIR PUTEH,JALAN KOTA BHARU,16800,PASIR PUTEH,097865150,097860203,DBA4275@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4276,SEKOLAH KEBANGSAAN SELIGI,KAMPUNG SELIGI,16800,PASIR PUTEH,097531802,TIADA,DBA4276@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4277,SEKOLAH KEBANGSAAN KG SEPULAU,KG. LEMBAH,16700,CHERANG  RUKU,097520043,097520046,DBA4277@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4278,SEKOLAH KEBANGSAAN SUNGAI PETAI,"KAMPUNG SUNGAI PETAI, JALAN SEMERAK",16800,PASIR PUTEH,097520494,097520037,DBA4278@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4279,SEKOLAH KEBANGSAAN TASEK PAUH,"KG. TASEK PAUH, SELISING",16810,PASIR PUTEH,097531706,097531710,DBA4279@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4280,SEKOLAH KEBANGSAAN TELOSAN,"KG TELOSAN,JLN PASIR PUTEH-MACHANG",16800,PASIR PUTEH,099755190,099755189,DBA4280@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4281,SEKOLAH KEBANGSAAN TO'BALI,PEJABAT POS CHERANG RUKU,16700,PASIR PUTEH,097521097,097532753,DBA4281@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4282,SEKOLAH KEBANGSAAN TUALANG TINGGI,"SELISING, PASIR PUTEH",16810,PASIR PUTEH,097531696,097531698,DBA4282@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4283,SEKOLAH KEBANGSAAN WAKAF RAJA,"KM. 12, JLN. P.PUTEH-JERTEH",16800,PASIR PUTEH,097520811,097520811,DBA4283@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4284,SEKOLAH KEBANGSAAN BUKIT JAWA (2),SELISING,16810,PASIR PUTEH,097893203,097893203,DBA4284@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4285,SEKOLAH KEBANGSAAN KAMIL (3),KOMPLEKS KAMIL,16800,PASIR PUTEH,097528044,097868044,DBA4285@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD PASIR PUTIH,Kebangsaan,DBA4286,SEKOLAH KEBANGSAAN SERI AMAN,JALAN JERTEH,16800,PASIR PUTEH,097867549,097866888,DBA4286@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5290,SEKOLAH KEBANGSAAN LADANG KERILLA,WAKIL POS LADANG KERILLA,17500,TANAH MERAH,099771417,TIADA,DBA5290@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5291,SEKOLAH KEBANGSAAN ALOR PASIR,"KM 15, JALAN LUBUK JONG",17500,TANAH MERAH,099770067,TIADA,DBA5291@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5293,SEKOLAH KEBANGSAAN BATANG MERBAU,"KG. BATANG MERBAU, BATU 8 JALAN JEDOK",17500,TANAH MERAH,099580104,099580106,DBA5293@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5294,SEKOLAH KEBANGSAAN BATU GAJAH,KG. BATU GAJAH,17510,TANAH MERAH,099580100,099580102,DBA5294@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5296,SEKOLAH KEBANGSAAN BECHAH LAUT,KG. BECHAH LAUT,17500,TANAH MERAH,099775377,TIADA,DBA5296@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5297,SEKOLAH KEBANGSAAN BELIMBING,KG. BELIMBING,17500,TANAH MERAH,099556044,099555044,DBA5297@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5298,SEKOLAH KEBANGSAAN BENDANG NYIOR,"BDG. NYIOR, 5 KM OFF SIMPANG KM 8, JALAN JEDOK",17500,TANAH MERAH,099570140,099570142,DBA5298@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5299,SEKOLAH KEBANGSAAN BUKIT DURIAN,KM 8 JLN GUAL IPOH-PERALLA,17500,TANAH MERAH,099771563,TIADA,DBA5299@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5300,SEKOLAH KEBANGSAAN BUKIT GADING,KG. BUKIT GADING,17500,TANAH MERAH,099550400,099550401,DBA5300@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5301,SEKOLAH KEBANGSAAN BUKIT PANAU,KG. BUKIT PANAU,17500,TANAH MERAH,099771480,099779539,DBA5301@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5302,SEKOLAH KEBANGSAAN NIK DAUD,KAMPUNG JAKAR,17700,AYER LANAS,099468673,099467673,DBA5302@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5304,SEKOLAH KEBANGSAAN GUAL JEDOK,KG. GUAL JEDOK,17510,TANAH MERAH,099582371,099582371,DBA5304@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5305,SEKOLAH KEBANGSAAN IPOH,"KM 18, JALAN GUAL IPOH, KG. GUAL IPOH",17500,TANAH MERAH,099553598,099553598,DBA5305@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5308,SEKOLAH KEBANGSAAN KAMPONG PANJANG,"PETI SURAT 61, TANAH MERAH",17500,TANAH MERAH,099770072,TIADA,DBA5308@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5309,SEKOLAH KEBANGSAAN SRI KELEWEK,"KM 5, JLN BECHAH LAUT",17500,TANAH MERAH,099502038,099502039,DBA5309@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5310,SEKOLAH KEBANGSAAN KUALA TIGA,KG. KUALA TIGA,17500,TANAH MERAH,099775300,,DBA5310@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5311,SEKOLAH KEBANGSAAN KULIM,"KM 15, JALAN GUAL IPOH",17500,TANAH MERAH,099775342,,DBA5311@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5312,SEKOLAH KEBANGSAAN LALANG PEPUYU,"KM 7 JLN PANGLIMA BAYU, RANTAU PANJANG",17510,TANAH MERAH,099775346,TIADA,DBA5312@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5313,SEKOLAH KEBANGSAAN LAWANG,"3KM OFF SIMPANG KM 25 JLN JEDOK, KG. LAWANG",17510,TANAH MERAH,099770169,TIADA,DBA5313@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5316,SEKOLAH KEBANGSAAN SOKOR,PETI SURAT 34,17500,TANAH MERAH,099771446,TIADA,DBA5316@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5317,SEKOLAH KEBANGSAAN TANAH MERAH (1),JALAN MACHANG,17500,TANAH MERAH,099502046,099551663,DBA5317@moe.edu.my,Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5318,SEKOLAH KEBANGSAAN TEBING TINGGI,KG. TEBING TINGGI,17500,TANAH MERAH,099770279,099770284,DBA5318@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5319,SEKOLAH KEBANGSAAN TOK CHE DOL,KG. TOK CHE DOL,17500,TANAH MERAH,099771003,099770014,DBA5319@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5320,SEKOLAH KEBANGSAAN ULU KUSIAL,"KAMPUNG BLOK ULU KUSIAL, GUAL IPOH",17500,TANAH MERAH,099772796,099774703,DBA5320@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5321,SEKOLAH KEBANGSAAN KEMAHANG 1,FELDA KEMAHANG 1,17510,TANAH MERAH,TIADA,TIADA,DBA5321@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5322,SEKOLAH KEBANGSAAN AYER CHANAL,KG. AYER CHANAL,17700,AYER LANAS,099450537,TIADA,DBA5322@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5323,SEKOLAH KEBANGSAAN PERALLA,PETI SURAT 60,17500,TANAH MERAH,0139018579,TIADA,DBA5323@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5324,SEKOLAH KEBANGSAAN SRI SURIA (2),JALAN KLINIK,17500,TANAH MERAH,099503319,099503320,DBA5324@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5325,SEKOLAH KEBANGSAAN KEMAHANG 3,FELDA KEMAHANG 3,17510,TANAH MERAH,099570021,TIADA,DBA5325@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5326,SEKOLAH KEBANGSAAN KEMAHANG 2,FELDA KEMAHANG 2,17510,TANAH MERAH,TIADA,TIADA,DBA5326@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5327,SEKOLAH KEBANGSAAN TANAH MERAH (2),KM 3 JALAN MACHANG,17500,TANAH MERAH,099555663,099555663,DBA5327@moe.edu.my,Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TANAH MERAH,Kebangsaan,DBA5328,SEKOLAH KEBANGSAAN SRI SURIA (3),KG.  BANGGOL KEMUNTING,17500,TANAH MERAH,099503317,099503316,DBA5328@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6327,SEKOLAH KEBANGSAAN BENDANG PA' YONG,KAMPUNG BENDANG PA'YONG,16210,TUMPAT,097216126,097216126,DBA6327@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6328,SEKOLAH KEBANGSAAN BERANGAN (1),KG. BERANGAN,16200,TUMPAT,097257200,097255091,DBA6328@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6329,SEKOLAH KEBANGSAAN BUNOHAN,DEPAN MASJID KG BUNOHAN,16200,TUMPAT,097211103,097211129,DBA6329@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6330,SEKOLAH KEBANGSAAN CHABANG EMPAT,CHABANG EMPAT,16210,TUMPAT,097196750,097196341,DBA6330@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6331,SEKOLAH KEBANGSAAN CHENDERONG BATU,KAMPUNG CHENDERONG BATU,16250,WAKAF BHARU,097181780,097181750,DBA6331@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6332,SEKOLAH KEBANGSAAN GETING (1),DEPAN PASAR GETING,16200,TUMPAT,097211292,097215750,DBA6332@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6333,SEKOLAH KEBANGSAAN KAMPONG DELIMA,KAMPONG DELIMA,16250,WAKAF BHARU,097960319,097960323,DBA6333@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6334,SEKOLAH KEBANGSAAN KAMPONG LAUT,PALEKBANG,16040,TUMPAT,097196915,097252368,DBA6334@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6335,SEKOLAH KEBANGSAAN KEBAKAT,JALAN MASJID KG. KEBAKAT,16250,TUMPAT,097960146,097960148,DBA6335@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6336,SEKOLAH KEBANGSAAN KOK KELI,DEPAN KEM PENGAKAP KOK KELI,16250,WAKAF BHARU,097251645,097251645,DBA6336@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6337,SEKOLAH KEBANGSAAN KOK PASIR,KAMPUNG KOK PASIR,16040,PALEKBANG,097251103,097251103,DBA6337@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6338,SEKOLAH KEBANGSAAN KUBANG BATANG,CHABANG EMPAT,16200,TUMPAT,097190360,097192716,DBA6338@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6339,SEKOLAH KEBANGSAAN KUTAN,WAKAF BHARU,16250,TUMPAT,097196722,097193722,DBA6339@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6340,SEKOLAH KEBANGSAAN MORAK,KG MORAK,16040,PALEKBANG,097960164,097960166,DBA6340@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6341,SEKOLAH KEBANGSAAN PADANG MANDOL,CHABANG EMPAT,16200,TUMPAT,097960172,097960069,DBA6341@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6342,SEKOLAH KEBANGSAAN PADANG POHON TANJUNG,KAMPUNG PALOH,16250,WAKAF BHARU,097196344,097181646,DBA6342@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6343,SEKOLAH KEBANGSAAN PALEKBANG,PALEKBANG,16040,TUMPAT,097185011,097185012,DBA6343@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6344,SEKOLAH KEBANGSAAN PASIR PEKAN,JALAN PASIR PEKAN,16250,WAKAF BHARU,097196124,097196524,DBA6344@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6345,SEKOLAH KEBANGSAAN PENGKALAN KUBOR (1),PENGKALAN KUBOR,16080,PENGKALAN KUBOR,097211366,097211036,DBA6345@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6346,SEKOLAH KEBANGSAAN PULAU BELURU,"KG.PULAU BELURU, PALEKBANG",16040,TUMPAT,097962171,097962172,DBA6346@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6347,SEKOLAH KEBANGSAAN SUNGAI PINANG,PALEKBANG,16040,TUMPAT,097255075,097255477,DBA6347@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6348,SEKOLAH KEBANGSAAN SUNGAI TAPANG,KG SUNGAI TAPANG TUMPAT,16200,TUMPAT,097211636,097211636,DBA6348@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6349,SEKOLAH KEBANGSAAN TELUK JERING,KG. TELOK JERING,16210,TUMPAT,097960277,097960423,DBA6349@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6350,SEKOLAH KEBANGSAAN KELABORAN,KG KELABORAN,16200,TUMPAT,097257155,097257155,DBA6350@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6351,SEKOLAH KEBANGSAAN TUMPAT,JALAN DALAM RHU,16200,TUMPAT,097257325,097252091,DBA6351@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6352,SEKOLAH KEBANGSAAN WAKAF BHARU,WAKAF BHARU,16250,WAKAF BHARU,097197188,097199545,DBA6352@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6353,SEKOLAH KEBANGSAAN SIMPANGAN,JALAN SIMPANGAN,16200,TUMPAT,097211092,097211092,DBA6353@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6354,SEKOLAH KEBANGSAAN SRI NETING,KAMPUNG NETING,16200,TUMPAT,097211862,097214397,DBA6354@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6355,SEKOLAH KEBANGSAAN PENGKALAN KUBOR (2),PENGKALAN KUBOR,16080,PENGKALAN KUBOR,097212244,097213616,DBA6355@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6356,SEKOLAH KEBANGSAAN BERANGAN (2),KG BERANGAN,16200,TUMPAT,097256798,097255798,DBA6356@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD TUMPAT,Kebangsaan,DBA6357,SEKOLAH KEBANGSAAN SRI TUMPAT (2),KAMPUNG DALAM RHU,16200,TUMPAT,097258633,097252042,DBA6357@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7361,SEKOLAH KEBANGSAAN LADANG TAKU,"PETI SURAT NO.5, KUALA KRAI",18000,KUALA KRAI,099773857,TIADA,DBA7361@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7362,SEKOLAH KEBANGSAAN SLOW TEMIANG,MANEK URAI,18050,KUALA KRAI,,,DBA7362@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7363,SEKOLAH KEBANGSAAN SUNGAI SOK,"PETI SURAT 56,PEJABAT POS KUALA KRAI",18000,KUALA KRAI,TIADA,TIADA,DBA7363@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7364,SEKOLAH KEBANGSAAN LELA JASA,KG LELA JASA,18000,KUALA KRAI,01398699224,TIADA,DBA7364@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7365,SEKOLAH KEBANGSAAN BANGGOL GUCHIL,BANGGOL GUCHIL,18020,KUALA KRAI,099666332,099604266,DBA7365@moe.edu.my,Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7366,SEKOLAH KEBANGSAAN BATU JONG,,18000,KUALA KRAI,099771144,TIADA,DBA7366@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7367,SEKOLAH KEBANGSAAN BATU MENGKEBANG,PETI SURAT 14,18000,KUALA KRAI,099609299,099609284,DBA7367@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7368,SEKOLAH KEBANGSAAN LATA REK,,18000,KUALA KRAI,099605661,099601764,DBA7368@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7369,SEKOLAH KEBANGSAAN MANEK URAI BARU,D/A WAKIL POS MANEK URAI,18050,KUALA KRAI,099668172,099668173,DBA7369@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7370,SEKOLAH KEBANGSAAN CHENULANG,RPT CHENULANG,18000,KUALA KRAI,0189041337,TIADA,DBA7370@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7371,SEKOLAH KEBANGSAAN DABONG,KAMPONG DABONG,18200,DABONG,099605668,099605668,DBA7371@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7372,SEKOLAH KEBANGSAAN PASIR KELANG,PETI SURAT 29,18000,KUALA KRAI,0139567469,TIADA,DBA7372@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7375,SEKOLAH KEBANGSAAN KAMPONG BEDAL,KG.BUKIT SIREH,18000,KUALA KRAI,099609913,099609913,DBA7375@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7376,SEKOLAH KEBANGSAAN KAMPONG KARANGAN,KAMPUNG KARANGAN,18000,KUALA KRAI,,,DBA7376@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7378,SEKOLAH KEBANGSAAN KEMUBU,KG KEMUBU,18200,DABONG,099367300,099367099,DBA7378@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7381,SEKOLAH KEBANGSAAN KUALA GERIS,"KAMPUNG KUALA GERIS,DABONG",18200,DABONG,099340134,099340134,DBA7381@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7382,SEKOLAH KEBANGSAAN KUALA KRAI,JALAN BATU LADA,18000,KUALA KRAI,099666316,099666317,DBA7382@moe.edu.my,Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7383,SEKOLAH KEBANGSAAN KUALA NAL,KAMPUNG KUALA NAL,18000,KUALA KRAI,099774903,099774902,DBA7383@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7386,SEKOLAH KEBANGSAAN LALOH,KG LALOH,18000,KUALA KRAI,099668549,099668549,DBA7386@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7390,SEKOLAH KEBANGSAAN MANEK URAI,WAKIL POS MANEK URAI,18050,KUALA KRAI,099669513,099669513,DBA7390@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7391,SEKOLAH KEBANGSAAN PAHI,KG PAHI,18000,KUALA KRAI,099775371,,DBA7391@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7392,SEKOLAH KEBANGSAAN PASIR GAJAH,LADANG PASIR GAJAH,18000,KUALA KRAI,099775246,099609212,DBA7392@moe.edu.my,Luar Bandar,Kerajaan,ADA,ADA
KELANTAN,PPD KUALA KRAI,Kebangsaan,DBA7393,SEKOLAH KEBANGSAAN PEMBERIAN,D/A WAKIL POS LALOH,18000,KUALA KRAI,099668532,099668532,DBA7393@moe.edu.my,Luar Bandar,Kerajaan,ADA,TIADA
