Table 1
NEGERI,PPD,JENIS/LABEL,KODSEKOLAH,NAMASEKOLAH,ALAMATSURAT,POSKODSURAT,BANDARSURAT,NOTELEFON,NOFAX,EMAIL,LOKASI,BANTUAN,PRASEKOLAH,PKHAS
SELANGOR,PPD HULU SELANGOR,SM Kebangsaan,BEB5066,SEKOLAH MENENGAH KEBANGSAAN DATO' HJ KAMARUDDIN,JALAN RASATHURAI,44000,KUALA KUBU BHARU,0360641378,0360652378,BEB5066@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,Kolej Tingkatan 6,BEB6044,KOLEJ TINGKATAN ENAM TUNKU ABDUL RAHMAN PUTRA,JALAN  KALABAKAN,45200,SABAK BERNAM,0332161394,0332161810,BEB6044@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SM Kebangsaan,BEB6046,SEKOLAH MENENGAH KEBANGSAAN SERI BEDENA,JLN BESAR,45300,SUNGAI BESAR,0332242272,0332246808,BEB6046@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
SELANGOR,PPD SABAK BERNAM,SM Kebangsaan,BEB6047,SEKOLAH MENENGAH KEBANGSAAN YOKE KUAN,JALAN SEKOLAH,45400,SEKINCHAN,0332410558,0332410524,BEB6047@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,SM Kebangsaan,BEB7651,SEKOLAH MENENGAH KEBANGSAAN KEPONG,"JALAN FRIM,KEPONG",52100,KUALA LUMPUR,0362740080,0362756009,BEB7651@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,SM Kebangsaan,BEB7652,SEKOLAH MENENGAH KEBANGSAAN HULU KELANG,"KM 7, JALAN HULU KELANG",68000,AMPANG,0342565159,0342532985,BEB7652@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,SM Kebangsaan,BEB7653,SEKOLAH MENENGAH KEBANGSAAN SELAYANG BHARU,"JALAN 29, SELAYANG BHARU",68100,BATU CAVES,0361386340,0361387109,BEB7653@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
SELANGOR,PPD GOMBAK,SM Kebangsaan,BEB7654,SEKOLAH MENENGAH KEBANGSAAN SERI GARING,JALAN KUALA GARING,48000,RAWANG,0360916491,0360927264,BEB7654@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,SM Kebangsaan,BEB7655,SEKOLAH MENENGAH KEBANGSAAN TUANKU ABDUL RAHMAN,BATU ARANG,48100,RAWANG,0360352237,0360353198,BEB7655@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING UTAMA,SM Kebangsaan,BEB8651,SEKOLAH MENENGAH KEBANGSAAN ASSUNTA,JALAN CHANGGAI,46000,PETALING JAYA,0379575745,0379559629,BEB8651@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING UTAMA,SM Kebangsaan,BEB8652,SEKOLAH MENENGAH KEBANGSAAN (L) BUKIT BINTANG,JALAN UTARA,46200,PETALING JAYA,0379565819,0379600625,BEB8652@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING UTAMA,SM Kebangsaan,BEB8653,SEKOLAH MENENGAH KEBANGSAAN KATHOLIK,JALAN 10/3,46000,PETALING JAYA,0379565484,0379543236,BEB8653@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING UTAMA,SM Kebangsaan,BEB8654,SEKOLAH MENENGAH KEBANGSAAN LA SALLE PJ,JALAN CHANTEK 5/13,46000,PETALING JAYA,0379566200,0379552849,BEB8654@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING UTAMA,SM Kebangsaan,BEB8655,SEKOLAH MENENGAH KEBANGSAAN (P) SRI AMAN,JALAN 14/49,46100,PETALING JAYA,0378765041,0378775658,BEB8655@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING UTAMA,SM Kebangsaan,BEB8656,SEKOLAH MENENGAH KEBANGSAAN TAMAN SEA,JALAN 21/37,46300,PETALING JAYA,0378752576,0378730641,BEB8656@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING UTAMA,SM Kebangsaan,BEB8657,SEKOLAH MENENGAH KEBANGSAAN SULTAN ABDUL SAMAD,JALAN 12/13,46200,PETALING JAYA,0379565085,0379575746,BEB8657@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
SELANGOR,PPD PETALING UTAMA,SM Kebangsaan,BEB8658,SEKOLAH MENENGAH KEBANGSAAN (P) TMN PETALING,"JALAN 5/52, TAMAN PETALING",46000,PETALING JAYA,0377827923,0377828414,BEB8658@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING PERDANA,SM Kebangsaan,BEB8659,SEKOLAH MENENGAH KEBANGSAAN SERI KEMBANGAN,JALAN SEKOLAH,43300,SERI KEMBANGAN,0389486358,0389482117,BEB8659@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD SEPANG,SM Kebangsaan,BEB9651,SEKOLAH MENENGAH KEBANGSAAN SUNGAI PELEK,PEKAN SUNGAI PELEK,43950,SG.PELEK,0331411245,0331414308,BEB9651@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD SEPANG,SM Kebangsaan,BEB9701,SEKOLAH MENENGAH KEBANGSAAN DENGKIL,"PEJABAT POS DENGKIL, DENGKIL",43800,DENGKIL,0387686226,0387686226,BEB9701@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD KLANG,SM agama,BFT0001,SAMT SULTAN HISAMUDDIN,"JALAN KOTA RAJA, KG JAWA",41000,KLANG,0333713793,0333732594,BFT0001@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD KLANG,SM agama,BFT0002,SAM HISAMUDDIN,"JALAN TEPI SUNGAI, SUNGAI BERTIH",41100,KLANG,0333724120,0333742673,BFT0002@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD KLANG,SM agama,BFT0003,SAM NURUL IMAN,KAMPUNG BUKIT CHERAKAH,41050,KLANG,0333931066,0333926054,BFT0003@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD KUALA LANGAT,SM agama,BFT1001,SAM UNWANUS SAADAH,"KM. 39, KANCHONG DARAT",42700,BANTING,0331872377,0331873277,BFT1001@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD KUALA LANGAT,SM agama,BFT1002,SAMT TENGKU AMPUAN RAHIMAH,SUNGAI MANGGIS,42700,BANTING,0331872396,0331813595,BFT1002@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD KUALA SELANGOR,SM agama,BFT3001,SAM JERAM,JERAM,45800,KUALA SELANGOR,0332647396,0332648499,BFT3001@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD KUALA SELANGOR,SM agama,BFT3002,SAM TANJONG KARANG,"BATU 9 1/2, JALAN BERNAM",45500,TANJONG KARANG,0332698711,0332690053,BFT3002@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD HULU LANGAT,SM agama,BFT4001,SAM HULU LANGAT,"BATU 10, JALAN CHERAS",43200,CHERAS,0390751343,0390754537,BFT4001@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD HULU SELANGOR,SM agama,BFT5001,SAM SUNGAI SELISEK,KAMPUNG SG SELISEK,44020,K.KUBU BHARU,054541632,054541068,BFT5001@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD HULU SELANGOR,SM agama,BFT5002,SAMT KUALA KUBU BHARU,JALAN PAHANG,44000,KUALA KUBU BHARU,0360641224,0360644800,BFT5002@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SM agama,BFT6001,SAM PARIT BARU,SUNGAI AIR TAWAR,45100,SABAK BERNAM,0332136470,0332136470,BFT6001@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SM agama,BFT6002,SAM BAGAN TERAP,"JALAN LUBUK PUSING, BAGAN TERAP",45300,SUNGAI BESAR,0332161640,0332165400,BFT6002@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SM agama,BFT6003,SAM SUNGAI HAJI DORANI,JALAN LAMA KUALA SELANGOR,45300,SUNGAI BESAR,0332242539,0332243239,BFT6003@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SM agama,BFT6004,SAM PASIR PANJANG,TALI AIR 10 PASIR PANJANG,45400,SEKINCHAN,0332410314,0332410314,BFT6004@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SM agama,BFT6005,SAM MUHAMMADIAH,KOMPLEKS SEKOLAH AGAMA MUHAMMADIAH PEKAN SABAK,45200,SABAK BERNAM,0332161303,0332161473,BFT6005@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SM agama,BFT6006,SAM TENGKU AMPUAN JEMAAH,JLN KG BARU NELAYAN,45300,SUNGAI BESAR,0332242564,0332242564,BFT6006@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SM agama,BFT6007,SAMT SULTAN SALAHUDDIN ABD AZIZ SHAH,BELAKANG MASJID ATTAQWA BT38,45200,SABAK BERNAM,0332161270,0332161648,BFT6007@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,SM agama,BFT7001,SAM RAWANG,"BATU 16, JALAN IPOH",48000,RAWANG,0360918934,0360922028,BFT7001@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,SM agama,BFT8001,SAM PAYA JARAS,PERSIARAN ELMINA,47000,SUNGAI BULOH,0360384237,0360385723,BFT8001@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING PERDANA,SM agama,BFT8002,SAM BESTARI,"JALAN USJ 5/3A, SUBANG JAYA",47610,SUBANG JAYA,0356377681,0356327519,BFT8002@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING PERDANA,SM agama,BFT8003,SAMT TENGKU AMPUAN JEMAAH,"JALAN CAHAYA 11/7 ,SEKSYEN 11",40000,SHAH ALAM,0355102505,0355102506,BFT8003@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD SEPANG,SM agama,BFT9001,SAM SUNGAI MERAB LUAR,SUNGAI MERAB LUAR SEPANG,43000,KAJANG,0389259824,0389254507,BFT9001@moe.edu.my,Luar Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD SEPANG,SM agama,BFT9002,SAM BANDAR BARU SALAK TINGGI,BANDAR BARU SALAK TINGGI,43900,SEPANG,0387060455,0387063191,BFT9002@moe.edu.my,Bandar,Bantuan Kerajaan,TIADA,TIADA
SELANGOR,PPD KUALA SELANGOR,Kolej Vokasional,BHA3001,KOLEJ VOKASIONAL KUALA SELANGOR,JALAN SEKOLAH OFF JALAN BESAR,45600,BESTARI JAYA,0332718370,0332718371,BHA3001@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,Kolej Vokasional,BHA7001,KOLEJ VOKASIONAL GOMBAK,"JALAN SG PUSU, GOMBAK",53100,KUALA LUMPUR,0361860085,0361860081,BHA7001@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,Kolej Vokasional,BHA8002,KOLEJ VOKASIONAL SUNGAI BULOH,KM 22 JALAN KUALA SELANGOR,47000,SUNGAI BULOH,0361565433,0361575031,BHA8002@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD PETALING PERDANA,Kolej Vokasional,BHA8004,KOLEJ VOKASIONAL SHAH ALAM,JALAN BATU TIGA,40300,SHAH ALAM,0351916326,0351916325,BHA8004@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD SEPANG,Kolej Vokasional,BHA9001,KOLEJ VOKASIONAL SEPANG,"KOLEJ VOKASIONAL SEPANG, JALAN DENGKIL",43800,DENGKIL,0389255255,0389255244,BHA9001@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD HULU LANGAT,Kolej Vokasional,BKA4001,KOLEJ VOKASIONAL KAJANG,JALAN SEMENYIH,43000,KAJANG,0387363955,0387370354,BKA4001@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD KLANG,Kolej Vokasional,BKE0001,KOLEJ VOKASIONAL KLANG,"KM. 3, PERSIARAN TENGKU AMPUAN RAHIMAH",41200,KLANG,0333234507,0333231284,BKE0001@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD KLANG,SM Berasrama Penuh,BRA0001,KOLEJ ISLAM SULTAN ALAM SHAH,"PETI SURAT 64, JLN KOTA RAJA, KAMPUNG JAWA",41906,KLANG,0333711658,0333721148,BRA0001@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD KUALA SELANGOR,SMK Agama,BRA3001,SEKOLAH MENENGAH KEBANGSAAN AGAMA KUALA SELANGOR,PASIR PENAMBANG,45000,KUALA SELANGOR,0332895509,0332895518,BRA3001@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD HULU LANGAT,SMK Agama,BRA4001,SEKOLAH MENENGAH KEBANGSAAN AGAMA MAAHAD HAMIDIAH,JALAN SUNGAI RAMAL LUAR,43000,KAJANG,0387376300,0387376295,BRA4001@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD HULU LANGAT,SM Berasrama Penuh,BRA4003,SEKOLAH MENENGAH AGAMA PERSEKUTUAN KAJANG,BATU 13 JALAN CHERAS,43000,KAJANG,0387362324,0387360502,BRA4003@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SM Berasrama Penuh,BRA6001,SEKOLAH BERASRAMA PENUH INTEGRASI SABAK BERNAM,KAMPUNG SUNGAI APONG,45100,SG AIR TAWAR,0332138348,0332138346,BRA6001@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD SABAK BERNAM,SMK Agama,BRA6002,SEKOLAH MENENGAH KEBANGSAAN AGAMA TUN RAHAH,"JALAN SG. NIPAH BAROH, SIMPANG LIMA",45300,SUNGAI BESAR,0332242894,0332243423,bra6002@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,SM Berasrama Penuh,BRA7001,SEKOLAH BERASRAMA PENUH INTEGRASI RAWANG,BANDAR TASIK PUTERI,48020,RAWANG,0360928192,0360917309,BRA7001@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
SELANGOR,PPD GOMBAK,SM Berasrama Penuh,BRA7002,SEKOLAH BERASRAMA PENUH INTEGRASI GOMBAK,"BATU 8, JALAN SUNGAI PUSU, GOMBAK",53100,KUALA LUMPUR,0361863050,0361858472,BRA7002@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0014,SEKOLAH MENENGAH KEBANGSAAN BENTONG,KAMPUNG BENUS,28700,BENTONG,092221163,092235081,CEA0014@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0015,SEKOLAH MENENGAH KEBANGSAAN (LKTP) KG SERTIK,KG. SERTIK,28610,"KARAK,",092320203,092318772,CEA0015@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0053,SEKOLAH MENENGAH KEBANGSAAN (FELDA) LURAH BILUT,LURAH BILUT,28800,LURAH BILUT,092301010,092377893,CEA0053@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0055,SEKOLAH MENENGAH KEBANGSAAN SERI PELANGAI,KAMPUNG SIMPANG PELANGAI,28740,BENTONG,092391141,092391325,CEA0055@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0056,SEKOLAH MENENGAH KEBANGSAAN SERI BENTONG,KG. KARAK SETIA,28600,KARAK,092312161,092313331,CEA0056@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0057,SEKOLAH MENENGAH KEBANGSAAN BUKIT TINGGI,"JALAN LAMA BENTONG-KUALA LUMPUR, BUKIT TINGGI",28750,BENTONG,092330684,092330684,CEA0057@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0058,SEKOLAH MENENGAH KEBANGSAAN KUALA REPAS,"KM 5, JALAN TRAS",28700,BENTONG,092228158,092201150,CEA0058@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0059,SEKOLAH MENENGAH KEBANGSAAN KARAK SETIA,KAMPONG KARAK SETIA,28600,KARAK,092311078,092311006,CEA0059@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0060,SEKOLAH MENENGAH KEBANGSAAN (FELDA) CHEMOMOI,FELDA CHEMOMOI,28310,TRIANG,092458393,092457352,CEA0060@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD BENTONG,SM Kebangsaan,CEA0061,SEKOLAH MENENGAH KEBANGSAAN SRI LAYANG,GENTING HIGHLAND,69000,BENTONG,0361001293,0361001291,CEA0061@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD CAMERON HIGHLANDS,SM Kebangsaan,CEA1001,SEKOLAH MENENGAH KEBANGSAAN KAMPUNG RAJA,JALAN BESAR KAMPUNG RAJA,39010,TANAH RATA,054981971,054981971,CEA1001@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD CAMERON HIGHLANDS,SM Kebangsaan,CEA1002,SEKOLAH MENENGAH KEBANGSAAN RINGLET,JALAN BESAR RINGLET,39200,TANAH RATA,054956620,054956621,CEA1002@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2029,SEKOLAH MENENGAH KEBANGSAAN PULAU TAWAR,KAMPUNG PULAU TAWAR,27050,JERANTUT,092671171,092671171,CEA2029@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2030,SEKOLAH MENENGAH KEBANGSAAN KUALA TEMBELING,KUALA TEMBELING,27020,JERANTUT,093086133,093086244,CEA2030@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2045,SEKOLAH MENENGAH KEBANGSAAN PADANG PIOL,FELDA PADANG PIOL,27040,JERANTUT,092668337,092668113,CEA2045@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2046,SEKOLAH MENENGAH KEBANGSAAN PADANG SAUJANA,JALAN PEJABAT KERAJAAN,27000,JERANTUT,092601310,092601311,CEA2046@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2047,SEKOLAH MENENGAH KEBANGSAAN DAMAK,KAMPUNG DAMAK,27030,JERANTUT,092681700,092681211,CEA2047@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2048,SEKOLAH MENENGAH KEBANGSAAN TEMIN,KM.5 JALAN TEMERLOH,27000,JERANTUT,092662722,092667722,CEA2048@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2049,SEKOLAH MENENGAH KEBANGSAAN KOTA GELANGGI 2,(LKTP) KOTA GELANGGI 02,27000,JERANTUT,094811592,094812785,CEA2049@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2050,SEKOLAH MENENGAH KEBANGSAAN JUBLI PERAK SULTAN HAJI AHMAD SHAH,KUALA TAHAN,27000,JERANTUT,092601130,092601132,CEA2050@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2051,SEKOLAH MENENGAH KEBANGSAAN P. PENYELIDIKAN PERTANIAN TUN RAZAK,PUSAT PENYELIDIKAN PERTANIAN TUN RAZAK,27000,JERANTUT,094718605,094719200,CEA2051@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2052,SEKOLAH MENENGAH KEBANGSAAN SUNGAI RETANG,FELDA SUNGAI RETANG,27000,JERANTUT,093132050,093132094,CEA2052@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2053,SEKOLAH MENENGAH KEBANGSAAN INDERAPURA,KM1 JALAN BENTA,27000,JERANTUT,092601261,092601264,CEA2053@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA2054,SEKOLAH MENENGAH KEBANGSAAN JENGKA 24,FELDA JENGKA 24,26400,"BANDAR TUN ABDUL RAZAK, J",094863877,094864191,CEA2054@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD LIPIS,SM Kebangsaan,CEA3034,SEKOLAH MENENGAH KEBANGSAAN ORANG KAYA HAJI,JALAN TOK KAYA SENTUL,27200,KUALA LIPIS,093121211,093101141,CEA3034@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD LIPIS,SM Kebangsaan,CEA3035,SEKOLAH MENENGAH KEBANGSAAN PADANG TENGKU,PADANG TENGKU,27100,KUALA LIPIS,093293111,093293112,CEA3035@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD LIPIS,SM Kebangsaan,CEA3036,SEKOLAH MENENGAH KEBANGSAAN BENTA,BENTA,27300,BENTA,093238108,093238108,CEA3036@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD LIPIS,SM Kebangsaan,CEA3055,SEKOLAH MENENGAH KEBANGSAAN (FELDA) SG KOYAN,FELDA SG KOYAN 3,27650,RAUB,093401433,093403011,CEA3055@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD LIPIS,SM Kebangsaan,CEA3056,SEKOLAH MENENGAH KEBANGSAAN MERAPOH,MERAPOH,27210,KUALA LIPIS,099124622,099121578,CEA3056@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD LIPIS,SM Kebangsaan,CEA3057,SEKOLAH MENENGAH KEBANGSAAN SERI LIPIS,KM8 JALAN LIPIS PADANG TENGKU,27200,KUALA LIPIS,093101321,093101320,CEA3057@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD LIPIS,SM Kebangsaan,CEA3058,SEKOLAH MENENGAH KEBANGSAAN KERAMBIT,KERAMBIT,27200,KUALA LIPIS,093101251,093101252,CEA3058@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD LIPIS,SM Kebangsaan,CEA3059,SEKOLAH MENENGAH KEBANGSAAN KUALA LANAR,KG. KUALA LANAR,27200,KUALA LIPIS,093101112,093101110,CEA3059@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4022,SEKOLAH MENENGAH KEBANGSAAN ABDUL RAHMAN TALIB,JALAN ALOR AKAR,25250,KUANTAN,095602244,095679250,CEA4022@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4023,SEKOLAH MENENGAH KEBANGSAAN ALOR AKAR,JALAN TENGKU MUHAMAD,25050,KUANTAN,095666746,095672766,CEA4023@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4024,SEKOLAH MENENGAH KEBANGSAAN BESERAH,KM 10  JALAN KEMAMAN,26100,KUANTAN,095447439,095447458,CEA4024@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4026,SEKOLAH MENENGAH KEBANGSAAN PAYA BESAR,KM 7 JLN.GAMBANG,25150,KUANTAN,095365509,095362076,CEA4026@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4071,SEKOLAH MENENGAH KEBANGSAAN BUKIT GOH,FELDA BUKIT GOH,26050,KUANTAN,095478932,095477506,CEA4071@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4073,SEKOLAH MENENGAH KEBANGSAAN SERI PANCHING,"KM 5, JALAN PANCHING",26010,KUANTAN,095421080,095421732,CEA4073@moe.edu.my,Luar Bandar,Kerajaan,TIADA,TIADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4074,SEKOLAH MENENGAH KEBANGSAAN TANJONG LUMPUR,KEMPADANG,25150,KUANTAN,095341416,095341689,CEA4074@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4075,SEKOLAH MENENGAH KEBANGSAAN TG PANGLIMA PERANG TG MUHAMMAD,BANDAR INDERA MAHKOTA,25200,KUANTAN,095732868,095739726,CEA4075@moe.edu.my,Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4076,SEKOLAH MENENGAH KEBANGSAAN LEPAR HILIR,JALAN LEPAR  1 GAMBANG,26300,KUANTAN,095460025,TIADA,CEA4076@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD JERANTUT,SM Kebangsaan,CEA4077,SEKOLAH MENENGAH KEBANGSAAN LEPAR UTARA,BANDAR JENGKA,26400,BANDAR JENGKA,094741582,094741999,CEA4077@moe.edu.my,Luar Bandar,Kerajaan,TIADA,ADA
PAHANG,PPD KUANTAN,SM Kebangsaan,CEA4078,SEKOLAH MENENGAH KEBANGSAAN PANDAN,"KM 12, JALAN GAMBANG",25150,KUANTAN,095384944,095394792,CEA4078@moe.edu.my,Bandar,Kerajaan,TIADA,TIADA
